,Path,Cats,Dogs
210,Bengal_133.jpg,1.0,0.0
211,Russian_Blue_8.jpg,1.0,0.0
215,Maine_Coon_100.jpg,1.0,0.0
216,Egyptian_Mau_31.jpg,1.0,0.0
217,Bombay_71.jpg,1.0,0.0
218,Ragdoll_156.jpg,1.0,0.0
219,Birman_182.jpg,1.0,0.0
220,Maine_Coon_47.jpg,1.0,0.0
221,Birman_83.jpg,1.0,0.0
222,Sphynx_93.jpg,1.0,0.0
223,Egyptian_Mau_94.jpg,1.0,0.0
225,British_Shorthair_197.jpg,1.0,0.0
228,Abyssinian_20.jpg,1.0,0.0
230,Ragdoll_203.jpg,1.0,0.0
231,Egyptian_Mau_46.jpg,1.0,0.0
234,Sphynx_3.jpg,1.0,0.0
239,Sphynx_34.jpg,1.0,0.0
244,Siamese_48.jpg,1.0,0.0
247,Sphynx_159.jpg,1.0,0.0
248,Persian_150.jpg,1.0,0.0
251,Persian_193.jpg,1.0,0.0
252,Maine_Coon_270.jpg,1.0,0.0
253,Russian_Blue_162.jpg,1.0,0.0
260,Russian_Blue_195.jpg,1.0,0.0
261,Siamese_46.jpg,1.0,0.0
263,Ragdoll_133.jpg,1.0,0.0
265,Ragdoll_234.jpg,1.0,0.0
267,Siamese_205.jpg,1.0,0.0
278,British_Shorthair_99.jpg,1.0,0.0
279,Bengal_74.jpg,1.0,0.0
280,Russian_Blue_120.jpg,1.0,0.0
281,Birman_124.jpg,1.0,0.0
282,Siamese_95.jpg,1.0,0.0
283,Sphynx_189.jpg,1.0,0.0
286,Maine_Coon_131.jpg,1.0,0.0
288,Birman_35.jpg,1.0,0.0
290,British_Shorthair_50.jpg,1.0,0.0
293,Bombay_24.jpg,1.0,0.0
299,Bombay_190.jpg,1.0,0.0
305,Bengal_35.jpg,1.0,0.0
307,Egyptian_Mau_79.jpg,1.0,0.0
310,British_Shorthair_148.jpg,1.0,0.0
311,Bengal_57.jpg,1.0,0.0
314,Maine_Coon_96.jpg,1.0,0.0
317,Ragdoll_94.jpg,1.0,0.0
320,Ragdoll_173.jpg,1.0,0.0
328,Siamese_165.jpg,1.0,0.0
334,Ragdoll_42.jpg,1.0,0.0
340,Ragdoll_159.jpg,1.0,0.0
345,Siamese_52.jpg,1.0,0.0
346,Bengal_6.jpg,1.0,0.0
347,Russian_Blue_45.jpg,1.0,0.0
354,Maine_Coon_70.jpg,1.0,0.0
357,Bombay_132.jpg,1.0,0.0
362,Bombay_181.jpg,1.0,0.0
365,Russian_Blue_1.jpg,1.0,0.0
366,Russian_Blue_159.jpg,1.0,0.0
380,Birman_41.jpg,1.0,0.0
382,Bombay_163.jpg,1.0,0.0
384,Persian_147.jpg,1.0,0.0
385,British_Shorthair_157.jpg,1.0,0.0
387,Bombay_166.jpg,1.0,0.0
396,Russian_Blue_62.jpg,1.0,0.0
398,Bengal_75.jpg,1.0,0.0
399,Abyssinian_10.jpg,1.0,0.0
400,Russian_Blue_192.jpg,1.0,0.0
402,Abyssinian_75.jpg,1.0,0.0
408,Russian_Blue_87.jpg,1.0,0.0
416,Ragdoll_145.jpg,1.0,0.0
417,Russian_Blue_177.jpg,1.0,0.0
423,Russian_Blue_122.jpg,1.0,0.0
427,Birman_87.jpg,1.0,0.0
430,Ragdoll_82.jpg,1.0,0.0
433,Birman_137.jpg,1.0,0.0
436,Egyptian_Mau_120.jpg,1.0,0.0
440,Ragdoll_104.jpg,1.0,0.0
441,Siamese_254.jpg,1.0,0.0
447,Russian_Blue_95.jpg,1.0,0.0
466,Birman_179.jpg,1.0,0.0
471,Persian_18.jpg,1.0,0.0
473,Bombay_19.jpg,1.0,0.0
475,Birman_25.jpg,1.0,0.0
476,British_Shorthair_140.jpg,1.0,0.0
487,Bengal_127.jpg,1.0,0.0
492,Ragdoll_103.jpg,1.0,0.0
495,Persian_58.jpg,1.0,0.0
496,Persian_267.jpg,1.0,0.0
497,Bombay_106.jpg,1.0,0.0
500,Sphynx_192.jpg,1.0,0.0
509,Birman_92.jpg,1.0,0.0
514,Persian_12.jpg,1.0,0.0
517,Ragdoll_186.jpg,1.0,0.0
528,Russian_Blue_264.jpg,1.0,0.0
529,Ragdoll_18.jpg,1.0,0.0
533,Ragdoll_202.jpg,1.0,0.0
537,Bombay_156.jpg,1.0,0.0
538,Abyssinian_185.jpg,1.0,0.0
539,Ragdoll_192.jpg,1.0,0.0
540,Sphynx_61.jpg,1.0,0.0
541,Abyssinian_65.jpg,1.0,0.0
547,Birman_40.jpg,1.0,0.0
551,Russian_Blue_49.jpg,1.0,0.0
552,Egyptian_Mau_136.jpg,1.0,0.0
553,Russian_Blue_164.jpg,1.0,0.0
554,Ragdoll_32.jpg,1.0,0.0
556,Maine_Coon_244.jpg,1.0,0.0
557,Ragdoll_193.jpg,1.0,0.0
565,Bombay_54.jpg,1.0,0.0
567,Bengal_120.jpg,1.0,0.0
569,Sphynx_11.jpg,1.0,0.0
570,Birman_60.jpg,1.0,0.0
571,Maine_Coon_194.jpg,1.0,0.0
572,Bombay_104.jpg,1.0,0.0
573,Bengal_77.jpg,1.0,0.0
574,Birman_200.jpg,1.0,0.0
576,Maine_Coon_9.jpg,1.0,0.0
577,Russian_Blue_92.jpg,1.0,0.0
579,Siamese_109.jpg,1.0,0.0
585,Ragdoll_141.jpg,1.0,0.0
588,Sphynx_48.jpg,1.0,0.0
589,Egyptian_Mau_179.jpg,1.0,0.0
597,Maine_Coon_10.jpg,1.0,0.0
600,Siamese_35.jpg,1.0,0.0
601,Bengal_97.jpg,1.0,0.0
602,Siamese_194.jpg,1.0,0.0
608,Russian_Blue_160.jpg,1.0,0.0
610,Egyptian_Mau_45.jpg,1.0,0.0
611,Sphynx_187.jpg,1.0,0.0
616,Bengal_153.jpg,1.0,0.0
617,Bombay_177.jpg,1.0,0.0
623,Egyptian_Mau_202.jpg,1.0,0.0
627,Persian_7.jpg,1.0,0.0
628,Abyssinian_87.jpg,1.0,0.0
635,Siamese_30.jpg,1.0,0.0
640,Bengal_148.jpg,1.0,0.0
649,Persian_116.jpg,1.0,0.0
650,Sphynx_85.jpg,1.0,0.0
656,Sphynx_244.jpg,1.0,0.0
657,Ragdoll_81.jpg,1.0,0.0
658,Ragdoll_263.jpg,1.0,0.0
668,Persian_179.jpg,1.0,0.0
670,Bengal_59.jpg,1.0,0.0
672,Ragdoll_112.jpg,1.0,0.0
673,Birman_165.jpg,1.0,0.0
677,British_Shorthair_74.jpg,1.0,0.0
678,British_Shorthair_139.jpg,1.0,0.0
684,Persian_180.jpg,1.0,0.0
688,Siamese_174.jpg,1.0,0.0
690,Birman_66.jpg,1.0,0.0
692,Sphynx_232.jpg,1.0,0.0
696,Russian_Blue_53.jpg,1.0,0.0
700,Maine_Coon_31.jpg,1.0,0.0
703,Bengal_37.jpg,1.0,0.0
709,Ragdoll_228.jpg,1.0,0.0
721,Maine_Coon_111.jpg,1.0,0.0
722,Birman_23.jpg,1.0,0.0
723,Russian_Blue_61.jpg,1.0,0.0
725,Maine_Coon_149.jpg,1.0,0.0
727,British_Shorthair_116.jpg,1.0,0.0
729,Bengal_4.jpg,1.0,0.0
730,Persian_61.jpg,1.0,0.0
732,Sphynx_158.jpg,1.0,0.0
734,Russian_Blue_102.jpg,1.0,0.0
735,Persian_165.jpg,1.0,0.0
737,Siamese_115.jpg,1.0,0.0
738,Bombay_93.jpg,1.0,0.0
739,Russian_Blue_157.jpg,1.0,0.0
740,Persian_26.jpg,1.0,0.0
744,Persian_156.jpg,1.0,0.0
745,Abyssinian_110.jpg,1.0,0.0
750,British_Shorthair_121.jpg,1.0,0.0
752,British_Shorthair_128.jpg,1.0,0.0
754,Siamese_21.jpg,1.0,0.0
756,Russian_Blue_59.jpg,1.0,0.0
757,Siamese_187.jpg,1.0,0.0
762,Sphynx_46.jpg,1.0,0.0
763,Ragdoll_78.jpg,1.0,0.0
764,Sphynx_132.jpg,1.0,0.0
768,Persian_75.jpg,1.0,0.0
769,Sphynx_197.jpg,1.0,0.0
775,Sphynx_75.jpg,1.0,0.0
776,Sphynx_21.jpg,1.0,0.0
777,Bombay_148.jpg,1.0,0.0
779,British_Shorthair_201.jpg,1.0,0.0
780,Egyptian_Mau_103.jpg,1.0,0.0
783,British_Shorthair_60.jpg,1.0,0.0
787,Bengal_114.jpg,1.0,0.0
790,Bengal_82.jpg,1.0,0.0
793,Persian_105.jpg,1.0,0.0
794,British_Shorthair_34.jpg,1.0,0.0
803,Bengal_85.jpg,1.0,0.0
804,Sphynx_23.jpg,1.0,0.0
806,Persian_34.jpg,1.0,0.0
811,Egyptian_Mau_84.jpg,1.0,0.0
813,Siamese_189.jpg,1.0,0.0
815,Maine_Coon_136.jpg,1.0,0.0
817,Egyptian_Mau_194.jpg,1.0,0.0
821,Bombay_153.jpg,1.0,0.0
824,Bombay_88.jpg,1.0,0.0
828,Russian_Blue_186.jpg,1.0,0.0
829,Persian_162.jpg,1.0,0.0
832,Abyssinian_149.jpg,1.0,0.0
834,Abyssinian_104.jpg,1.0,0.0
841,Siamese_142.jpg,1.0,0.0
842,Sphynx_55.jpg,1.0,0.0
843,Persian_123.jpg,1.0,0.0
847,Bombay_36.jpg,1.0,0.0
851,British_Shorthair_53.jpg,1.0,0.0
859,Siamese_159.jpg,1.0,0.0
860,Bombay_91.jpg,1.0,0.0
862,Abyssinian_4.jpg,1.0,0.0
863,Birman_65.jpg,1.0,0.0
864,Maine_Coon_247.jpg,1.0,0.0
866,Abyssinian_94.jpg,1.0,0.0
874,Russian_Blue_80.jpg,1.0,0.0
880,Ragdoll_131.jpg,1.0,0.0
881,Maine_Coon_186.jpg,1.0,0.0
884,Ragdoll_12.jpg,1.0,0.0
885,Bengal_95.jpg,1.0,0.0
886,Persian_86.jpg,1.0,0.0
888,Sphynx_44.jpg,1.0,0.0
889,Birman_145.jpg,1.0,0.0
896,Bengal_183.jpg,1.0,0.0
898,Siamese_69.jpg,1.0,0.0
902,Siamese_79.jpg,1.0,0.0
903,Bombay_11.jpg,1.0,0.0
909,Sphynx_155.jpg,1.0,0.0
914,Ragdoll_93.jpg,1.0,0.0
916,Abyssinian_159.jpg,1.0,0.0
922,Birman_75.jpg,1.0,0.0
926,Bombay_48.jpg,1.0,0.0
928,Bengal_200.jpg,1.0,0.0
931,Birman_191.jpg,1.0,0.0
932,Sphynx_9.jpg,1.0,0.0
942,Siamese_89.jpg,1.0,0.0
947,Abyssinian_52.jpg,1.0,0.0
948,Birman_74.jpg,1.0,0.0
949,Ragdoll_99.jpg,1.0,0.0
951,Russian_Blue_75.jpg,1.0,0.0
959,Russian_Blue_103.jpg,1.0,0.0
960,Bengal_160.jpg,1.0,0.0
961,Birman_143.jpg,1.0,0.0
963,Persian_114.jpg,1.0,0.0
966,Sphynx_80.jpg,1.0,0.0
969,Birman_116.jpg,1.0,0.0
983,Ragdoll_163.jpg,1.0,0.0
985,Maine_Coon_263.jpg,1.0,0.0
986,Sphynx_211.jpg,1.0,0.0
987,Sphynx_230.jpg,1.0,0.0
988,Maine_Coon_132.jpg,1.0,0.0
993,Ragdoll_204.jpg,1.0,0.0
994,Siamese_103.jpg,1.0,0.0
995,British_Shorthair_103.jpg,1.0,0.0
997,Birman_136.jpg,1.0,0.0
998,Abyssinian_216.jpg,1.0,0.0
1010,Sphynx_194.jpg,1.0,0.0
1017,British_Shorthair_42.jpg,1.0,0.0
1020,Siamese_175.jpg,1.0,0.0
1021,Maine_Coon_143.jpg,1.0,0.0
1027,Ragdoll_25.jpg,1.0,0.0
1032,Bombay_193.jpg,1.0,0.0
1038,Persian_63.jpg,1.0,0.0
1039,Sphynx_198.jpg,1.0,0.0
1046,Siamese_44.jpg,1.0,0.0
1047,Maine_Coon_203.jpg,1.0,0.0
1050,Birman_123.jpg,1.0,0.0
1054,Maine_Coon_76.jpg,1.0,0.0
1055,Sphynx_20.jpg,1.0,0.0
1057,Ragdoll_194.jpg,1.0,0.0
1058,Abyssinian_86.jpg,1.0,0.0
1063,Siamese_88.jpg,1.0,0.0
1065,Maine_Coon_267.jpg,1.0,0.0
1067,British_Shorthair_117.jpg,1.0,0.0
1072,Birman_163.jpg,1.0,0.0
1074,Birman_151.jpg,1.0,0.0
1078,Maine_Coon_51.jpg,1.0,0.0
1079,Birman_61.jpg,1.0,0.0
1081,Maine_Coon_27.jpg,1.0,0.0
1089,Bombay_206.jpg,1.0,0.0
1091,Persian_36.jpg,1.0,0.0
1093,Maine_Coon_28.jpg,1.0,0.0
1095,Siamese_238.jpg,1.0,0.0
1097,Abyssinian_122.jpg,1.0,0.0
1098,Bengal_61.jpg,1.0,0.0
1099,Bengal_116.jpg,1.0,0.0
1101,Maine_Coon_99.jpg,1.0,0.0
1102,Abyssinian_221.jpg,1.0,0.0
1103,Bengal_89.jpg,1.0,0.0
1107,Abyssinian_217.jpg,1.0,0.0
1109,Bombay_115.jpg,1.0,0.0
1114,Sphynx_201.jpg,1.0,0.0
1115,Persian_257.jpg,1.0,0.0
1126,Birman_174.jpg,1.0,0.0
1127,Bengal_154.jpg,1.0,0.0
1128,Ragdoll_172.jpg,1.0,0.0
1130,Persian_268.jpg,1.0,0.0
1134,Bombay_213.jpg,1.0,0.0
1135,Bombay_53.jpg,1.0,0.0
1136,British_Shorthair_107.jpg,1.0,0.0
1143,Siamese_61.jpg,1.0,0.0
1147,Persian_104.jpg,1.0,0.0
1150,Birman_70.jpg,1.0,0.0
1151,Siamese_195.jpg,1.0,0.0
1152,Abyssinian_45.jpg,1.0,0.0
1156,Sphynx_19.jpg,1.0,0.0
1157,Birman_114.jpg,1.0,0.0
1166,Birman_100.jpg,1.0,0.0
1167,Egyptian_Mau_22.jpg,1.0,0.0
1168,Abyssinian_79.jpg,1.0,0.0
1169,Bombay_103.jpg,1.0,0.0
1170,Siamese_209.jpg,1.0,0.0
1175,Birman_7.jpg,1.0,0.0
1178,Russian_Blue_158.jpg,1.0,0.0
1180,Abyssinian_12.jpg,1.0,0.0
1187,Abyssinian_47.jpg,1.0,0.0
1189,Siamese_74.jpg,1.0,0.0
1191,British_Shorthair_198.jpg,1.0,0.0
1193,Birman_9.jpg,1.0,0.0
1196,Ragdoll_36.jpg,1.0,0.0
1197,Bombay_112.jpg,1.0,0.0
1202,Sphynx_240.jpg,1.0,0.0
1203,Bombay_155.jpg,1.0,0.0
1205,Egyptian_Mau_147.jpg,1.0,0.0
1208,Ragdoll_57.jpg,1.0,0.0
1212,Persian_100.jpg,1.0,0.0
1214,Bengal_173.jpg,1.0,0.0
1220,Siamese_155.jpg,1.0,0.0
1222,Persian_183.jpg,1.0,0.0
1223,Siamese_216.jpg,1.0,0.0
1228,Birman_130.jpg,1.0,0.0
1229,Ragdoll_264.jpg,1.0,0.0
1231,Maine_Coon_145.jpg,1.0,0.0
1232,Bombay_138.jpg,1.0,0.0
1234,Birman_44.jpg,1.0,0.0
1235,Abyssinian_13.jpg,1.0,0.0
1244,Bombay_122.jpg,1.0,0.0
1245,Ragdoll_195.jpg,1.0,0.0
1249,Bengal_45.jpg,1.0,0.0
1252,Maine_Coon_239.jpg,1.0,0.0
1254,Russian_Blue_193.jpg,1.0,0.0
1255,Egyptian_Mau_101.jpg,1.0,0.0
1258,Russian_Blue_41.jpg,1.0,0.0
1260,Birman_162.jpg,1.0,0.0
1263,Siamese_182.jpg,1.0,0.0
1264,Abyssinian_77.jpg,1.0,0.0
1265,Russian_Blue_99.jpg,1.0,0.0
1271,Egyptian_Mau_157.jpg,1.0,0.0
1272,Persian_112.jpg,1.0,0.0
1273,British_Shorthair_223.jpg,1.0,0.0
1275,Russian_Blue_85.jpg,1.0,0.0
1277,Egyptian_Mau_19.jpg,1.0,0.0
1278,Russian_Blue_118.jpg,1.0,0.0
1280,Russian_Blue_232.jpg,1.0,0.0
1284,British_Shorthair_127.jpg,1.0,0.0
1285,British_Shorthair_40.jpg,1.0,0.0
1286,Bombay_7.jpg,1.0,0.0
1291,Ragdoll_95.jpg,1.0,0.0
1292,Birman_132.jpg,1.0,0.0
1298,Birman_153.jpg,1.0,0.0
1301,Persian_273.jpg,1.0,0.0
1302,Persian_87.jpg,1.0,0.0
1303,Persian_170.jpg,1.0,0.0
1306,Persian_94.jpg,1.0,0.0
1308,Sphynx_239.jpg,1.0,0.0
1311,Egyptian_Mau_190.jpg,1.0,0.0
1313,Bengal_115.jpg,1.0,0.0
1316,British_Shorthair_159.jpg,1.0,0.0
1321,Russian_Blue_10.jpg,1.0,0.0
1324,Sphynx_28.jpg,1.0,0.0
1328,Siamese_29.jpg,1.0,0.0
1332,Egyptian_Mau_110.jpg,1.0,0.0
1335,Persian_47.jpg,1.0,0.0
1337,Abyssinian_201.jpg,1.0,0.0
1339,Maine_Coon_78.jpg,1.0,0.0
1341,Sphynx_165.jpg,1.0,0.0
1345,Birman_77.jpg,1.0,0.0
1348,Maine_Coon_6.jpg,1.0,0.0
1349,Egyptian_Mau_91.jpg,1.0,0.0
1351,Persian_143.jpg,1.0,0.0
1352,Birman_111.jpg,1.0,0.0
1357,Egyptian_Mau_201.jpg,1.0,0.0
1358,Persian_82.jpg,1.0,0.0
1361,Russian_Blue_203.jpg,1.0,0.0
1362,Bombay_100.jpg,1.0,0.0
1364,Abyssinian_190.jpg,1.0,0.0
1367,Egyptian_Mau_3.jpg,1.0,0.0
1369,Egyptian_Mau_155.jpg,1.0,0.0
1370,Siamese_207.jpg,1.0,0.0
1377,Abyssinian_26.jpg,1.0,0.0
1379,British_Shorthair_97.jpg,1.0,0.0
1383,Maine_Coon_7.jpg,1.0,0.0
1384,British_Shorthair_163.jpg,1.0,0.0
1385,Siamese_200.jpg,1.0,0.0
1391,British_Shorthair_45.jpg,1.0,0.0
1394,Egyptian_Mau_163.jpg,1.0,0.0
1395,Persian_213.jpg,1.0,0.0
1400,Birman_144.jpg,1.0,0.0
1405,Ragdoll_184.jpg,1.0,0.0
1413,British_Shorthair_205.jpg,1.0,0.0
1414,Bombay_92.jpg,1.0,0.0
1416,Persian_85.jpg,1.0,0.0
1417,Persian_28.jpg,1.0,0.0
1421,Bombay_125.jpg,1.0,0.0
1428,Abyssinian_14.jpg,1.0,0.0
1432,Birman_149.jpg,1.0,0.0
1434,Egyptian_Mau_207.jpg,1.0,0.0
1439,Egyptian_Mau_209.jpg,1.0,0.0
1441,Sphynx_51.jpg,1.0,0.0
1442,Bombay_150.jpg,1.0,0.0
1443,Persian_185.jpg,1.0,0.0
1445,Birman_199.jpg,1.0,0.0
1448,British_Shorthair_209.jpg,1.0,0.0
1458,Egyptian_Mau_4.jpg,1.0,0.0
1460,British_Shorthair_239.jpg,1.0,0.0
1463,Abyssinian_81.jpg,1.0,0.0
1466,Bengal_99.jpg,1.0,0.0
1467,Russian_Blue_35.jpg,1.0,0.0
1470,Sphynx_88.jpg,1.0,0.0
1471,Egyptian_Mau_164.jpg,1.0,0.0
1476,Maine_Coon_201.jpg,1.0,0.0
1477,Ragdoll_170.jpg,1.0,0.0
1479,Maine_Coon_146.jpg,1.0,0.0
1480,Ragdoll_5.jpg,1.0,0.0
1481,British_Shorthair_114.jpg,1.0,0.0
1484,Birman_181.jpg,1.0,0.0
1487,Ragdoll_67.jpg,1.0,0.0
1488,Abyssinian_132.jpg,1.0,0.0
1490,Abyssinian_141.jpg,1.0,0.0
1491,Birman_139.jpg,1.0,0.0
1494,Abyssinian_146.jpg,1.0,0.0
1497,Egyptian_Mau_104.jpg,1.0,0.0
1500,Ragdoll_9.jpg,1.0,0.0
1501,Persian_197.jpg,1.0,0.0
1503,Persian_108.jpg,1.0,0.0
1505,Russian_Blue_132.jpg,1.0,0.0
1506,Birman_96.jpg,1.0,0.0
1507,Russian_Blue_145.jpg,1.0,0.0
1509,Siamese_171.jpg,1.0,0.0
1511,Sphynx_204.jpg,1.0,0.0
1514,Birman_78.jpg,1.0,0.0
1515,Russian_Blue_239.jpg,1.0,0.0
1520,British_Shorthair_180.jpg,1.0,0.0
1521,Russian_Blue_211.jpg,1.0,0.0
1529,Maine_Coon_195.jpg,1.0,0.0
1531,Russian_Blue_178.jpg,1.0,0.0
1532,Sphynx_58.jpg,1.0,0.0
1537,British_Shorthair_177.jpg,1.0,0.0
1540,Maine_Coon_98.jpg,1.0,0.0
1541,Birman_175.jpg,1.0,0.0
1543,Abyssinian_124.jpg,1.0,0.0
1545,Siamese_63.jpg,1.0,0.0
1551,Bombay_27.jpg,1.0,0.0
1552,Russian_Blue_108.jpg,1.0,0.0
1554,Ragdoll_58.jpg,1.0,0.0
1556,Maine_Coon_266.jpg,1.0,0.0
1559,Abyssinian_29.jpg,1.0,0.0
1570,Maine_Coon_82.jpg,1.0,0.0
1572,Ragdoll_27.jpg,1.0,0.0
1573,Sphynx_53.jpg,1.0,0.0
1574,Egyptian_Mau_176.jpg,1.0,0.0
1581,Abyssinian_96.jpg,1.0,0.0
1592,Abyssinian_143.jpg,1.0,0.0
1593,Russian_Blue_60.jpg,1.0,0.0
1594,Persian_182.jpg,1.0,0.0
1603,Egyptian_Mau_143.jpg,1.0,0.0
1607,Bombay_5.jpg,1.0,0.0
1613,Bengal_10.jpg,1.0,0.0
1620,Egyptian_Mau_212.jpg,1.0,0.0
1626,Birman_62.jpg,1.0,0.0
1628,Ragdoll_49.jpg,1.0,0.0
1630,Bombay_41.jpg,1.0,0.0
1631,Maine_Coon_61.jpg,1.0,0.0
1638,Birman_119.jpg,1.0,0.0
1640,Maine_Coon_32.jpg,1.0,0.0
1644,Russian_Blue_106.jpg,1.0,0.0
1645,Birman_80.jpg,1.0,0.0
1646,Siamese_100.jpg,1.0,0.0
1649,Bombay_111.jpg,1.0,0.0
1651,Sphynx_73.jpg,1.0,0.0
1652,Siamese_33.jpg,1.0,0.0
1653,British_Shorthair_64.jpg,1.0,0.0
1654,Bombay_176.jpg,1.0,0.0
1655,Persian_264.jpg,1.0,0.0
1659,Ragdoll_171.jpg,1.0,0.0
1665,Siamese_173.jpg,1.0,0.0
1673,Maine_Coon_192.jpg,1.0,0.0
1676,British_Shorthair_207.jpg,1.0,0.0
1684,Abyssinian_126.jpg,1.0,0.0
1686,British_Shorthair_141.jpg,1.0,0.0
1694,Bombay_85.jpg,1.0,0.0
1705,Sphynx_18.jpg,1.0,0.0
1707,Persian_174.jpg,1.0,0.0
1709,British_Shorthair_203.jpg,1.0,0.0
1713,Egyptian_Mau_27.jpg,1.0,0.0
1716,Persian_45.jpg,1.0,0.0
1724,Bengal_38.jpg,1.0,0.0
1725,Persian_51.jpg,1.0,0.0
1734,Abyssinian_230.jpg,1.0,0.0
1735,Siamese_82.jpg,1.0,0.0
1736,Ragdoll_118.jpg,1.0,0.0
1738,Ragdoll_235.jpg,1.0,0.0
1739,Siamese_222.jpg,1.0,0.0
1747,British_Shorthair_90.jpg,1.0,0.0
1748,Maine_Coon_197.jpg,1.0,0.0
1749,Birman_167.jpg,1.0,0.0
1750,Abyssinian_175.jpg,1.0,0.0
1751,Russian_Blue_29.jpg,1.0,0.0
1761,Russian_Blue_84.jpg,1.0,0.0
1765,Abyssinian_114.jpg,1.0,0.0
1766,Egyptian_Mau_39.jpg,1.0,0.0
1774,Sphynx_169.jpg,1.0,0.0
1775,Sphynx_56.jpg,1.0,0.0
1776,Egyptian_Mau_133.jpg,1.0,0.0
1778,British_Shorthair_33.jpg,1.0,0.0
1783,Persian_190.jpg,1.0,0.0
1785,British_Shorthair_106.jpg,1.0,0.0
1789,Persian_89.jpg,1.0,0.0
1794,British_Shorthair_27.jpg,1.0,0.0
1798,Bengal_175.jpg,1.0,0.0
1804,Persian_44.jpg,1.0,0.0
1807,Egyptian_Mau_52.jpg,1.0,0.0
1808,Birman_20.jpg,1.0,0.0
1809,Ragdoll_86.jpg,1.0,0.0
1813,Abyssinian_68.jpg,1.0,0.0
1814,Abyssinian_49.jpg,1.0,0.0
1815,Bombay_119.jpg,1.0,0.0
1816,Bengal_126.jpg,1.0,0.0
1818,Bombay_116.jpg,1.0,0.0
1820,Abyssinian_164.jpg,1.0,0.0
1821,British_Shorthair_101.jpg,1.0,0.0
1825,Persian_137.jpg,1.0,0.0
1830,Maine_Coon_91.jpg,1.0,0.0
